,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value,Captain 
9626,Préjuce Nakoulma,32 Years,"Apr 21, 1987 ",Burkina Faso,Forward,US Orléans,9,€700k,-
9627,Édouard Butin,31 Years,"Jun 16, 1988 ",France,Forward,US Orléans,13,€600k,-
9628,Hicham Benkaid,29 Years,"Apr 26, 1990 ",France,Forward,US Orléans,26,€400k,-
9629,Maxime Dupé,27 Years,"Mar 4, 1993 ",France,Goalkeeper,Clermont Foot Auvergne 63,1,€1.00m,-
9630,Ouparine Djoco,21 Years,"Apr 22, 1998 ",France,Goalkeeper,Clermont Foot Auvergne 63,40,€150k,-
9631,Cédric Hountondji,26 Years,"Jan 19, 1994 ",Benin,Defender,Clermont Foot Auvergne 63,4,€1.00m,-
9632,Florent Ogier,31 Years,"Mar 21, 1989 ",France,Defender,Clermont Foot Auvergne 63,21,€800k,-
9633,Josué Albert,28 Years,"Jan 21, 1992 ",French Guiana,Defender,Clermont Foot Auvergne 63,17,€400k,-
9634,Till Cissokho,20 Years,"Feb 8, 2000 ",France,Defender,Clermont Foot Auvergne 63,5,€300k,-
9635,Vital N'Simba,26 Years,"Jul 8, 1993 ",DR Congo,Defender,Clermont Foot Auvergne 63,12,€900k,-
9636,Driss Trichard,25 Years,"Mar 27, 1995 ",France,Defender,Clermont Foot Auvergne 63,22,€200k,-
9637,Akim Zedadka,24 Years,"May 30, 1995 ",France,Defender,Clermont Foot Auvergne 63,19,€500k,-
9638,Jérôme Phojo,26 Years,"Apr 15, 1993 ",France,Defender,Clermont Foot Auvergne 63,23,€400k,-
9639,Johan Gastien,32 Years,"Jan 25, 1988 ",France,Midfielder,Clermont Foot Auvergne 63,25,€800k,-
9640,Yohann Magnin,22 Years,"Jun 21, 1997 ",France,Midfielder,Clermont Foot Auvergne 63,7,€400k,-
9641,Salis Abdul Samed,20 Years,"Mar 26, 2000 ",Ghana,Midfielder,Clermont Foot Auvergne 63,20,€200k,-
9642,Jonathan Iglesias,31 Years,"Dec 17, 1988 ",Uruguay,Midfielder,Clermont Foot Auvergne 63,10,€500k,Team captain
9643,Alassane N'Diaye,28 Years,"Jun 14, 1991 ",France,Midfielder,Clermont Foot Auvergne 63,11,€600k,-
9644,Mario González,24 Years,"Feb 25, 1996 ",Spain,Midfielder,Clermont Foot Auvergne 63,15,€400k,-
9645,Jason Berthomier,30 Years,"Jan 6, 1990 ",France,Midfielder,Clermont Foot Auvergne 63,6,€800k,-
9646,Blankson Anoff,19 Years,"Mar 24, 2001 ",Ghana,Midfielder,Clermont Foot Auvergne 63,13,€150k,-
9647,Naël Jaby,18 Years,"Apr 20, 2001 ",France,Midfielder,Clermont Foot Auvergne 63,29,€150k,-
9648,Sofyan Chader,19 Years,"May 12, 2000 ",France,Forward,Clermont Foot Auvergne 63,35,,-
9649,Jim Allevinah,25 Years,"Feb 27, 1995 ",Gabon,Forward,Clermont Foot Auvergne 63,18,€400k,-
9650,David Gomis,27 Years,"Dec 21, 1992 ",France,Forward,Clermont Foot Auvergne 63,28,€400k,-
9651,Adrian Grbic,23 Years,"Aug 4, 1996 ",Austria,Forward,Clermont Foot Auvergne 63,9,€2.50m,-
9652,Julio Donisa,26 Years,"Jan 15, 1994 ",Martinique,Forward,Clermont Foot Auvergne 63,26,€500k,-
9653,Brice Maubleu,30 Years,"Dec 1, 1989 ",France,Goalkeeper,Grenoble Foot 38,1,€600k,Team captain
9654,Papa Demba Camara,27 Years,"Jan 16, 1993 ",Senegal,Goalkeeper,Grenoble Foot 38,16,€400k,-
9655,Esteban Salles,26 Years,"Mar 2, 1994 ",France,Goalkeeper,Grenoble Foot 38,30,€200k,-
9656,Eric Vandenabeele,28 Years,"Dec 16, 1991 ",France,Defender,Grenoble Foot 38,4,€700k,-
9657,Adrien Monfray,29 Years,"Dec 20, 1990 ",France,Defender,Grenoble Foot 38,5,€600k,-
9658,Loïc Nestor,30 Years,"May 20, 1989 ",Guadeloupe,Defender,Grenoble Foot 38,14,€400k,-
9659,Pierre Gibaud,31 Years,"Apr 22, 1988 ",France,Defender,Grenoble Foot 38,29,€400k,-
9660,Abdel Hakim Abdallah,22 Years,"Aug 18, 1997 ",Comoros,Defender,Grenoble Foot 38,25,€400k,-
9661,Jérôme Mombris,32 Years,"Nov 27, 1987 ",Madagascar,Defender,Grenoble Foot 38,23,€300k,-
9662,Harouna Abou Demba,28 Years,"Dec 31, 1991 ",Mauritania,Defender,Grenoble Foot 38,13,€300k,-
9663,Charles Pickel,22 Years,"May 15, 1997 ",Switzerland,Midfielder,Grenoble Foot 38,6,€700k,-
9664,Ibréhima Coulibaly,30 Years,"Aug 30, 1989 ",Mauritania,Midfielder,Grenoble Foot 38,24,€300k,-
9665,Jessy Benet,24 Years,"Jun 24, 1995 ",France,Midfielder,Grenoble Foot 38,21,€800k,-
9666,Yves Simon Pambou,24 Years,"Nov 27, 1995 ",Congo,Midfielder,Grenoble Foot 38,19,€600k,-
9667,Anthony Belmonte,24 Years,"Oct 16, 1995 ",France,Midfielder,Grenoble Foot 38,18,€400k,-
9668,Florian Michel,28 Years,"Mar 25, 1992 ",France,Midfielder,Grenoble Foot 38,33,€200k,-
9669,Willy Semedo,25 Years,"Apr 27, 1994 ",France,Forward,Grenoble Foot 38,7,€600k,-
9670,Arsène Elogo,24 Years,"Apr 22, 1995 ",Cameroon,Forward,Grenoble Foot 38,22,€600k,-
9671,Kristófer Kristinsson,21 Years,"Apr 7, 1999 ",Iceland,Forward,Grenoble Foot 38,9,€500k,-
9672,Terell Ondaan,26 Years,"Sep 9, 1993 ",Guyana,Forward,Grenoble Foot 38,17,€700k,-
9673,Moussa Djitté,20 Years,"Oct 4, 1999 ",Senegal,Forward,Grenoble Foot 38,2,€1.25m,-
9674,Florian Raspentino,30 Years,"Jun 6, 1989 ",France,Forward,Grenoble Foot 38,11,€700k,-
9675,Jonathan Tinhan,30 Years,"Jun 1, 1989 ",Benin,Forward,Grenoble Foot 38,8,€500k,-
9676,Arthur Desmas,26 Years,"Apr 7, 1994 ",France,Goalkeeper,Rodez AF,1,€500k,-
9677,Lionel Mpasi-Nzau,25 Years,"Aug 1, 1994 ",France,Goalkeeper,Rodez AF,16,€150k,-
9678,Thomas Secchi,22 Years,"Jun 19, 1997 ",France,Goalkeeper,Rodez AF,30,€150k,-
9679,Yohan Roche,22 Years,"Jul 7, 1997 ",France,Defender,Rodez AF,5,€600k,-
9680,Pierre Bardy,27 Years,"Aug 27, 1992 ",France,Defender,Rodez AF,4,€400k,Team captain
9681,Corentin Jacob,23 Years,"Jan 7, 1997 ",France,Defender,Rodez AF,25,€400k,-
9682,Nathanaël Dieng,22 Years,"Apr 13, 1997 ",France,Defender,Rodez AF,17,€300k,-
9683,Alexis Peyrelade,22 Years,"Apr 16, 1997 ",France,Defender,Rodez AF,19,€300k,-
9684,Bart Straalman,23 Years,"Aug 22, 1996 ",Netherlands,Defender,Rodez AF,3,€200k,-
9685,Nassim Ouammou,26 Years,"Apr 27, 1993 ",France,Defender,Rodez AF,7,€400k,-
9686,Joris Chougrani,29 Years,"Mar 30, 1991 ",France,Defender,Rodez AF,21,€400k,-
9687,Amiran Sanaia,30 Years,"Sep 3, 1989 ",Georgia,Defender,Rodez AF,13,€150k,-
9688,Valentin Henry,26 Years,"Sep 18, 1993 ",France,Defender,Rodez AF,28,€600k,-
9689,Francis Dady Ngoye,30 Years,"Jan 4, 1990 ",France,Defender,Rodez AF,12,€150k,-
9690,Pierre Ruffaut,32 Years,"Jun 17, 1987 ",France,Midfielder,Rodez AF,8,€500k,-
9691,Rémy Boissier,26 Years,"Feb 22, 1994 ",France,Midfielder,Rodez AF,2,€400k,-
9692,Loïc Poujol,31 Years,"Feb 27, 1989 ",France,Midfielder,Rodez AF,14,€400k,-
9693,David Douline,26 Years,"May 28, 1993 ",France,Midfielder,Rodez AF,22,€400k,-
9694,Erwan Maury,23 Years,"Jun 16, 1996 ",France,Midfielder,Rodez AF,27,€300k,-
9695,Alexis Alégué,23 Years,"Dec 23, 1996 ",Cameroon,Midfielder,Rodez AF,6,€300k,-
9696,Mathieu Guerbert,28 Years,"Nov 30, 1991 ",France,Midfielder,Rodez AF,20,€150k,-
9697,Aurélien Tertereau,28 Years,"Jul 24, 1991 ",France,Midfielder,Rodez AF,10,€400k,-
9698,Hugo Garcia,21 Years,"Aug 9, 1998 ",France,Midfielder,Rodez AF,24,€150k,-
9699,Ugo Bonnet,26 Years,"Sep 17, 1993 ",France,Forward,Rodez AF,11,€800k,-
9700,Ayoub Ouhafsa,22 Years,"Nov 14, 1997 ",France,Forward,Rodez AF,26,€600k,-
9701,Pape Sané,28 Years,"Dec 30, 1991 ",Senegal,Forward,Rodez AF,15,€500k,-
9702,Dorian Caddy,25 Years,"Mar 20, 1995 ",France,Forward,Rodez AF,9,€400k,-
9703,Edwin Maanane,25 Years,"Feb 3, 1995 ",France,Forward,Rodez AF,18,€400k,-
9704,Simon Pontdemé,31 Years,"May 4, 1988 ",France,Goalkeeper,FC Chambly,30,€400k,-
9705,Xavier Pinoteau,37 Years,"Feb 12, 1983 ",France,Goalkeeper,FC Chambly,1,€150k,-
9706,Killian Le Roy,22 Years,"Jan 31, 1998 ",France,Goalkeeper,FC Chambly,16,€150k,-
9707,Oumar Gonzalez,22 Years,"Feb 25, 1998 ",Cameroon,Defender,FC Chambly,25,€500k,-
9708,Maxence Derrien,26 Years,"Sep 3, 1993 ",France,Defender,FC Chambly,29,€400k,-
9709,Thibault Jaques,32 Years,"Mar 29, 1988 ",France,Defender,FC Chambly,5,€300k,Team captain
9710,Guillaume Dequaire,29 Years,"Jul 11, 1990 ",France,Defender,FC Chambly,23,€200k,-
9711,Diaranké Fofana,30 Years,"Jul 14, 1989 ",France,Defender,FC Chambly,27,€150k,-
9712,Shaquil Delos,20 Years,"Jun 16, 1999 ",France,Defender,FC Chambly,18,€400k,-
9713,Aniss El Hriti,30 Years,"Jul 28, 1989 ",France,Defender,FC Chambly,3,€300k,-
9714,Florian Pinteaux,28 Years,"Feb 4, 1992 ",France,Defender,FC Chambly,19,€200k,-
9715,Judicaël Crillon,31 Years,"Nov 21, 1988 ",France,Defender,FC Chambly,21,€150k,-
9716,Anthony Soubervie,35 Years,"Apr 24, 1984 ",French Guiana,Defender,FC Chambly,11,€150k,-
9717,Joachim Eickmayer,27 Years,"Jan 11, 1993 ",France,Midfielder,FC Chambly,6,€600k,-
9718,Jonathan Beaulieu,27 Years,"Mar 11, 1993 ",France,Midfielder,FC Chambly,28,€500k,-
9719,Romain Padovani,30 Years,"Oct 15, 1989 ",France,Midfielder,FC Chambly,8,€400k,-
9720,John Popelard,34 Years,"Nov 24, 1985 ",France,Midfielder,FC Chambly,24,€150k,-
9721,Sébastien Flochon,27 Years,"Jan 19, 1993 ",France,Midfielder,FC Chambly,4,€200k,-
9722,Laurent Heloïse,34 Years,"May 13, 1985 ",France,Midfielder,FC Chambly,26,€150k,-
9723,Florian David,27 Years,"Nov 16, 1992 ",Guadeloupe,Midfielder,FC Chambly,13,€700k,-
9724,Marvin Martin,32 Years,"Jan 10, 1988 ",France,Midfielder,FC Chambly,15,€700k,-
9725,Guillaume Heinry,30 Years,"Dec 3, 1989 ",France,Midfielder,FC Chambly,10,€400k,-
9726,Mickaël Latour,24 Years,"Sep 16, 1995 ",France,Midfielder,FC Chambly,12,€150k,-
9727,Jayson Papeau,23 Years,"Jun 30, 1996 ",France,Midfielder,FC Chambly,34,€150k,-
9728,Benjamin Santelli,28 Years,"Nov 16, 1991 ",France,Forward,FC Chambly,20,€400k,-
9729,Joris Correa,26 Years,"Dec 25, 1993 ",France,Forward,FC Chambly,32,€500k,-
9730,Medhy Guezoui,31 Years,"Mar 30, 1989 ",France,Forward,FC Chambly,9,€400k,-
9731,Bastian Badu,20 Years,"Feb 2, 2000 ",France,Forward,FC Chambly,14,€400k,-
9732,Yannick Mamilonne,28 Years,"Feb 9, 1992 ",Guadeloupe,Forward,FC Chambly,31,€300k,-
9733,Lassana Doucouré,31 Years,"Sep 24, 1988 ",France,Forward,FC Chambly,7,€200k,-
9734,José Perales,26 Years,"May 25, 1993 ",Spain,Goalkeeper,Dinamo Tbilisi,1,€700k,-
9735,Roin Kvaskhvadze,30 Years,"May 31, 1989 ",Georgia,Goalkeeper,Dinamo Tbilisi,30,€400k,-
9736,Omar Migineishvili,35 Years,"Jun 2, 1984 ",Georgia,Goalkeeper,Dinamo Tbilisi,13,€25k,-
9737,Simon Gbegnon,27 Years,"Oct 27, 1992 ",Togo,Defender,Dinamo Tbilisi,19,€300k,-
9738,Luka Lochoshvili,21 Years,"May 29, 1998 ",Georgia,Defender,Dinamo Tbilisi,3,€250k,-
9739,Nika Sandokhadze,26 Years,"Feb 20, 1994 ",Georgia,Defender,Dinamo Tbilisi,4,€200k,-
9740,Davit Kobouri,22 Years,"Jan 24, 1998 ",Georgia,Defender,Dinamo Tbilisi,5,€350k,-
9741,Giorgi Kimadze,28 Years,"Feb 11, 1992 ",Georgia,Defender,Dinamo Tbilisi,16,€300k,-
9742,Tornike Jangidze,19 Years,"Jan 8, 2001 ",Georgia,Defender,Dinamo Tbilisi,37,,-
9743,Ivan Trubochkin,27 Years,"Mar 17, 1993 ",Ukraine,Defender,Dinamo Tbilisi,31,€300k,-
9744,Nodar Iashvili,27 Years,"Jan 24, 1993 ",Georgia,Defender,Dinamo Tbilisi,24,€250k,-
9745,Giorgi Kutsia,20 Years,"Oct 27, 1999 ",Georgia,Midfielder,Dinamo Tbilisi,21,€500k,-
9746,Giorgi Papava,27 Years,"Feb 16, 1993 ",Georgia,Midfielder,Dinamo Tbilisi,15,€200k,-
9747,Nika Ninua,20 Years,"Jun 22, 1999 ",Georgia,Midfielder,Dinamo Tbilisi,32,€1.00m,Team captain
9748,Bakar Kardava,25 Years,"Oct 4, 1994 ",Georgia,Midfielder,Dinamo Tbilisi,6,€200k,-
9749,Akaki Shulaia,23 Years,"Sep 6, 1996 ",Georgia,Midfielder,Dinamo Tbilisi,11,€250k,-
9750,Irakli Azarovi,18 Years,"Jan 21, 2002 ",Georgia,Midfielder,Dinamo Tbilisi,23,€200k,-
9751,Giorgi Zaria,22 Years,"Jul 14, 1997 ",Georgia,Midfielder,Dinamo Tbilisi,7,€250k,-
9752,Giorgi Kukhianidze,27 Years,"Jul 1, 1992 ",Georgia,Midfielder,Dinamo Tbilisi,8,€200k,-
9753,Pernambuco,21 Years,"Apr 28, 1998 ",Brazil,Forward,Dinamo Tbilisi,17,€500k,-
9754,Giorgi Abuashvili,17 Years,"Feb 8, 2003 ",Georgia,Forward,Dinamo Tbilisi,26,€300k,-
9755,Nodar Kavtaradze,27 Years,"Jan 2, 1993 ",Georgia,Forward,Dinamo Tbilisi,39,€400k,-
9756,Irakli Bugridze,22 Years,"Jan 3, 1998 ",Georgia,Forward,Dinamo Tbilisi,22,€300k,-
9757,Filip Orsula,27 Years,"Feb 25, 1993 ",Slovakia,Forward,Dinamo Tbilisi,18,€250k,-
9758,Tornike Kapanadze,27 Years,"Jun 4, 1992 ",Georgia,Forward,Dinamo Tbilisi,20,€250k,-
9759,Levan Mchedlidze,30 Years,"Mar 24, 1990 ",Georgia,Forward,Dinamo Tbilisi,10,€400k,-
9760,Kwame Karikari,28 Years,"Jan 21, 1992 ",Ghana,Forward,Dinamo Tbilisi,9,€200k,-
9761,Tornike Akhvlediani,20 Years,"Jul 24, 1999 ",Georgia,Forward,Dinamo Tbilisi,29,,-
9762,Ihor Levchenko,29 Years,"Feb 23, 1991 ",Ukraine,Goalkeeper,Dinamo Batumi,1,€250k,-
9763,Mikheil Alavidze,32 Years,"Nov 5, 1987 ",Georgia,Goalkeeper,Dinamo Batumi,12,€200k,-
9764,Godfrey Oboabona,29 Years,"Sep 16, 1990 ",Nigeria,Defender,Dinamo Batumi,27,€650k,-
9765,Mamuka Kobakhidze,27 Years,"Aug 23, 1992 ",Georgia,Defender,Dinamo Batumi,20,€400k,-
9766,Malkhaz Gagoshidze,27 Years,"Feb 20, 1993 ",Georgia,Defender,Dinamo Batumi,24,€250k,-
9767,Vazha Patsatsia,22 Years,"Jan 29, 1998 ",Georgia,Defender,Dinamo Batumi,28,€125k,-
9768,Giorgi Navalovski,33 Years,"Jun 28, 1986 ",Georgia,Defender,Dinamo Batumi,22,€200k,-
9769,Lasha Chaladze,32 Years,"May 11, 1987 ",Georgia,Defender,Dinamo Batumi,33,€100k,-
9770,Levan Gegetchkori,25 Years,"Jun 5, 1994 ",Georgia,Defender,Dinamo Batumi,18,€300k,-
9771,Kichi Meliava,27 Years,"Apr 14, 1992 ",Georgia,Defender,Dinamo Batumi,23,€150k,-
9772,Vladimer Mamuchashvili,22 Years,"Aug 28, 1997 ",Georgia,Midfielder,Dinamo Batumi,17,€275k,-
9773,Benjamin Teidi,25 Years,"May 7, 1994 ",Nigeria,Midfielder,Dinamo Batumi,3,€250k,-
9774,Mate Tsintsadze,25 Years,"Jan 7, 1995 ",Georgia,Midfielder,Dinamo Batumi,4,€350k,-
9775,Giuli Mandzhgaladze,27 Years,"Sep 9, 1992 ",Georgia,Midfielder,Dinamo Batumi,13,€275k,-
9776,Tornike Gaprindashvili,22 Years,"Jul 20, 1997 ",Georgia,Midfielder,Dinamo Batumi,6,€150k,-
9777,Jaba Jigauri,27 Years,"Jul 8, 1992 ",Georgia,Midfielder,Dinamo Batumi,8,€400k,-
9778,Valerian Tevdoradze,26 Years,"Oct 11, 1993 ",Georgia,Midfielder,Dinamo Batumi,10,€100k,Team captain
9779,Júlio Vinícius,18 Years,"Apr 2, 2002 ",Brazil,Forward,Dinamo Batumi,30,,-
9780,Vagner Gonçalves,23 Years,"Apr 27, 1996 ",France,Forward,Dinamo Batumi,11,€400k,-
9781,Flamarion Junior,23 Years,"Jul 30, 1996 ",Brazil,Forward,Dinamo Batumi,16,€700k,-
9782,Reynaldo,30 Years,"Aug 24, 1989 ",Brazil,Forward,Dinamo Batumi,9,€425k,-
9783,Nikoloz Sabanadze,28 Years,"May 2, 1991 ",Georgia,Forward,Dinamo Batumi,14,€150k,-
9784,Vladimer Dvalishvili,33 Years,"Apr 20, 1986 ",Georgia,Forward,Dinamo Batumi,21,€100k,-
9785,Lazare Kupatadze,24 Years,"Feb 8, 1996 ",Georgia,Goalkeeper,FC Saburtalo,17,€150k,-
9786,Davit Kupatadze,28 Years,"Jun 6, 1991 ",Georgia,Goalkeeper,FC Saburtalo,39,€50k,-
9787,Tornike Megrelishvili,20 Years,"May 8, 1999 ",Georgia,Goalkeeper,FC Saburtalo,30,€25k,-
9788,Gagi Margvelashvili,23 Years,"Oct 30, 1996 ",Georgia,Defender,FC Saburtalo,4,€350k,Team captain
9789,Julius Bliek,25 Years,"Jun 9, 1994 ",Netherlands,Defender,FC Saburtalo,3,€200k,-
9790,Anri Chichinadze,22 Years,"Oct 5, 1997 ",Georgia,Defender,FC Saburtalo,4,€200k,-
9791,Tedore Grigalashvili,26 Years,"May 12, 1993 ",Georgia,Defender,FC Saburtalo,6,€100k,-
9792,Luka Lakvekheliani,21 Years,"Oct 20, 1998 ",Georgia,Defender,FC Saburtalo,12,€500k,-
9793,Jardel Nazaré,24 Years,"May 16, 1995 ",Sao Tome and Principe,Defender,FC Saburtalo,5,-,-
9794,Nikoloz Mali,21 Years,"Jan 27, 1999 ",Georgia,Defender,FC Saburtalo,2,€800k,-
9795,Sandro Altunashvili,22 Years,"May 19, 1997 ",Georgia,Midfielder,FC Saburtalo,22,€500k,-
9796,Levan Kakubava,29 Years,"Oct 15, 1990 ",Georgia,Midfielder,FC Saburtalo,21,€175k,-
9797,Alwyn Tera,23 Years,"Jan 18, 1997 ",Kenya,Midfielder,FC Saburtalo,20,€150k,-
9798,Dachi Tsnobiladze,26 Years,"Jan 28, 1994 ",Georgia,Midfielder,FC Saburtalo,15,€100k,-
9799,Oleksandr Beliaiev,20 Years,"Oct 4, 1999 ",Ukraine,Midfielder,FC Saburtalo,11,€100k,-
9800,Iuri Tabatadze,20 Years,"Nov 29, 1999 ",Georgia,Midfielder,FC Saburtalo,29,€200k,-
9801,Levan Kenia,29 Years,"Oct 18, 1990 ",Georgia,Midfielder,FC Saburtalo,7,€150k,-
9802,Giorgi Kokhreidze,21 Years,"Nov 18, 1998 ",Georgia,Forward,FC Saburtalo,10,€700k,-
9803,Giorgi Chanturia,26 Years,"Apr 11, 1993 ",Georgia,Forward,FC Saburtalo,-,€500k,-
9804,Jeroen Lumu,24 Years,"May 27, 1995 ",Netherlands,Forward,FC Saburtalo,27,€150k,-
9805,Levan Macharashvili,23 Years,"Mar 24, 1997 ",Georgia,Forward,FC Saburtalo,13,€125k,-
9806,Guram Goshteliani,23 Years,"Jan 5, 1997 ",Georgia,Forward,FC Saburtalo,8,€200k,-
9807,Beka Kavtaradze,20 Years,"Jun 15, 1999 ",Georgia,Forward,FC Saburtalo,14,€225k,-
9808,Giorgi Gabedava,30 Years,"Oct 3, 1989 ",Georgia,Forward,FC Saburtalo,9,€200k,-
9809,Giorgi Guliashvili,18 Years,"Sep 5, 2001 ",Georgia,Forward,FC Saburtalo,33,€200k,-
9810,Giorgi Mamardashvili,19 Years,"Sep 29, 2000 ",Georgia,Goalkeeper,FC Locomotive Tbilisi,25,€250k,-
9811,Luka Sherozia,22 Years,"Aug 11, 1997 ",Georgia,Goalkeeper,FC Locomotive Tbilisi,1,€100k,-
9812,Rezo Lomidze,18 Years,"Jul 22, 2001 ",Georgia,Goalkeeper,FC Locomotive Tbilisi,12,€25k,-
9813,Nika Chanturia,25 Years,"Jan 19, 1995 ",Georgia,Defender,FC Locomotive Tbilisi,4,€250k,-
9814,Aleksandre Gureshidze,24 Years,"Apr 23, 1995 ",Georgia,Defender,FC Locomotive Tbilisi,3,€225k,-
9815,Aleksandre Andronikashvili,20 Years,"Apr 9, 1999 ",Georgia,Defender,FC Locomotive Tbilisi,5,€100k,-
9816,Jemali-Giorgi Jinjolava,19 Years,"Jun 28, 2000 ",Georgia,Defender,FC Locomotive Tbilisi,33,€50k,-
9817,Beqa Buighlishvili,19 Years,"Sep 27, 2000 ",Georgia,Defender,FC Locomotive Tbilisi,33,€50k,-
9818,Davit Ubilava,26 Years,"Jan 27, 1994 ",Georgia,Defender,FC Locomotive Tbilisi,40,€250k,Team captain
9819,Tornike Kirkitadze,23 Years,"Jul 23, 1996 ",Georgia,Defender,FC Locomotive Tbilisi,22,€300k,-
9820,Tsotne Kapanadze,18 Years,"Aug 30, 2001 ",Georgia,Defender,FC Locomotive Tbilisi,2,€250k,-
9821,Giorgi Gabadze,25 Years,"Mar 2, 1995 ",Georgia,Defender,FC Locomotive Tbilisi,27,€100k,-
9822,Tornike Dzebniauri,20 Years,"Nov 27, 1999 ",Georgia,Midfielder,FC Locomotive Tbilisi,21,€150k,-
9823,Davit Samurkasovi,22 Years,"Feb 5, 1998 ",Georgia,Midfielder,FC Locomotive Tbilisi,8,€300k,-
9824,Temuri Shonia,29 Years,"May 28, 1990 ",Georgia,Midfielder,FC Locomotive Tbilisi,7,€175k,-
9825,Sandro Shetsiruli,21 Years,"Apr 7, 1999 ",Georgia,Midfielder,FC Locomotive Tbilisi,16,€50k,-
9826,Aleksandre Kobakhidze,33 Years,"Feb 11, 1987 ",Georgia,Midfielder,FC Locomotive Tbilisi,30,€200k,-
9827,Beka Dartsmelia,20 Years,"Mar 21, 2000 ",Georgia,Midfielder,FC Locomotive Tbilisi,6,€125k,-
9828,Imran Oulad Omar,22 Years,"Dec 11, 1997 ",Morocco,Midfielder,FC Locomotive Tbilisi,14,€100k,-
9829,Levan Jordania,23 Years,"Jan 1, 1997 ",Georgia,Midfielder,FC Locomotive Tbilisi,23,€25k,-
9830,Davit Kirkitadze,27 Years,"Sep 3, 1992 ",Georgia,Forward,FC Locomotive Tbilisi,11,€225k,-
9831,Revaz Injgia,19 Years,"Dec 31, 2000 ",Georgia,Forward,FC Locomotive Tbilisi,17,€125k,-
9832,Giorgi Iakobidze,19 Years,"Feb 27, 2001 ",Georgia,Forward,FC Locomotive Tbilisi,20,€75k,-
9833,Irakli Sikharulidze,29 Years,"Jul 18, 1990 ",Georgia,Forward,FC Locomotive Tbilisi,10,€350k,-
9834,Mamia Gavashelishvili,25 Years,"Jan 8, 1995 ",Georgia,Forward,FC Locomotive Tbilisi,9,€100k,-
9835,Shota Shekiladze,20 Years,"Feb 15, 2000 ",Georgia,Forward,FC Locomotive Tbilisi,19,€75k,-
9836,Luka Gugeshashvili,20 Years,"Apr 29, 1999 ",Georgia,Goalkeeper,FC Dila Gori,29,€450k,-
9837,Giorgi Chochishvili,21 Years,"May 7, 1998 ",Georgia,Goalkeeper,FC Dila Gori,16,€175k,-
9838,Lasha Titvinidze,18 Years,"Feb 12, 2002 ",Georgia,Goalkeeper,FC Dila Gori,1,€25k,-
9839,Ramaric Etou,25 Years,"Jan 25, 1995 ",Congo,Defender,FC Dila Gori,-,€300k,-
9840,Davit Maisashvili,31 Years,"Feb 18, 1989 ",Georgia,Defender,FC Dila Gori,8,€175k,-
9841,Davit Khurtsilava,32 Years,"Mar 9, 1988 ",Georgia,Defender,FC Dila Gori,5,€125k,-
9842,Guram Giorbelidze,24 Years,"Feb 25, 1996 ",Georgia,Defender,FC Dila Gori,2,€300k,-
9843,Giorgi Latsabidze,24 Years,"May 15, 1995 ",Georgia,Defender,FC Dila Gori,3,€150k,-
9844,Alef Santos,23 Years,"Nov 6, 1996 ",Brazil,Defender,FC Dila Gori,14,€200k,-
9845,Balgou Yendountie,20 Years,"Dec 24, 1999 ",Togo,Defender,FC Dila Gori,18,€200k,-
9846,Amos Nondi,21 Years,"Feb 10, 1999 ",Kenya,Midfielder,FC Dila Gori,6,€200k,Team captain
9847,Revaz Chiteishvili,26 Years,"Jan 30, 1994 ",Georgia,Midfielder,FC Dila Gori,30,€150k,-
9848,Tornike Gorgiashvili,31 Years,"Apr 27, 1988 ",Georgia,Midfielder,FC Dila Gori,9,€150k,-
9849,Nika Gagnidze,19 Years,"Mar 20, 2001 ",Georgia,Midfielder,FC Dila Gori,20,€100k,-
9850,Teimuraz Markozashvili,25 Years,"Aug 9, 1994 ",Georgia,Midfielder,FC Dila Gori,7,€175k,-
9851,Irakli Bidzinashvili,23 Years,"Feb 27, 1997 ",Georgia,Midfielder,FC Dila Gori,24,€75k,-
9852,Nugzar Spanderashvili,21 Years,"Jan 16, 1999 ",Georgia,Forward,FC Dila Gori,13,€150k,-
9853,Francisco Madinga,20 Years,"Feb 11, 2000 ",Malawi,Forward,FC Dila Gori,10,,-
9854,Sam Diallo,21 Years,"Apr 28, 1998 ",Guinea,Forward,FC Dila Gori,-,,-
9855,Mamaye Fousseyni Coulibaly,20 Years,"Dec 13, 1999 ",Mali,Forward,FC Dila Gori,-,,-
9856,Mykola Kovtalyuk,24 Years,"Apr 26, 1995 ",Ukraine,Forward,FC Dila Gori,22,€400k,-
9857,Mikheil Ergemlidze,20 Years,"Sep 28, 1999 ",Georgia,Forward,FC Dila Gori,-,€125k,-
9858,Stefan Sicaci,31 Years,"Sep 8, 1988 ",Moldova,Goalkeeper,FC Samtredia,1,€100k,-
9859,Giorgi Kulua,22 Years,"Jul 19, 1997 ",Georgia,Goalkeeper,FC Samtredia,12,€100k,-
9860,Konstantine Sepiashvili,34 Years,"Mar 19, 1986 ",Georgia,Goalkeeper,FC Samtredia,19,€75k,-
9861,Lasha Totadze,31 Years,"Aug 24, 1988 ",Georgia,Defender,FC Samtredia,33,€200k,-
9862,Aliko Chakvetadze,25 Years,"Mar 28, 1995 ",Georgia,Defender,FC Samtredia,4,€175k,-
9863,Varlam Kilasonia,27 Years,"Jan 9, 1993 ",Georgia,Defender,FC Samtredia,6,€125k,-
