,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value 
12284,Markeljan Misku,23 Years,"Mar 21, 1997 ",Greece,Forward,AOK Kerkyra,10,€50k
12285,Nika Mchedlishvili,20 Years,"Oct 3, 1999 ",Georgia,Forward,AOK Kerkyra,98,
12286,Christos Karakostas,19 Years,"Jul 25, 2000 ",Greece,Forward,AOK Kerkyra,36,
12287,Nikolaos Lepeniotis,23 Years,"Jan 19, 1997 ",Greece,Forward,AOK Kerkyra,77,
12288,Dénes Dibusz,29 Years,"Nov 16, 1990 ",Hungary,Goalkeeper,Ferencvárosi TC,90,€1.20m
12289,Dávid Gróf,30 Years,"Apr 17, 1989 ",Hungary,Goalkeeper,Ferencvárosi TC,99,€650k
12290,Gergő Szécsi,31 Years,"Feb 7, 1989 ",Hungary,Goalkeeper,Ferencvárosi TC,1,€100k
12291,Ádám Varga,21 Years,"Feb 12, 1999 ",Hungary,Goalkeeper,Ferencvárosi TC,42,€75k
12292,Miha Blazic,26 Years,"May 8, 1993 ",Slovenia,Defender,Ferencvárosi TC,25,€1.50m
12293,Lasha Dvali,24 Years,"May 14, 1995 ",Georgia,Defender,Ferencvárosi TC,33,€1.10m
12294,Abraham Frimpong,27 Years,"Apr 6, 1993 ",Ghana,Defender,Ferencvárosi TC,5,€700k
12295,Kenny Otigba,27 Years,"Aug 29, 1992 ",Hungary,Defender,Ferencvárosi TC,22,€500k
12296,Leandro,38 Years,"Mar 19, 1982 ",Hungary,Defender,Ferencvárosi TC,16,€100k
12297,Eldar Civic,23 Years,"May 28, 1996 ",Bosnia-Herzegovina,Defender,Ferencvárosi TC,17,€1.00m
12298,Marcel Heister,27 Years,"Jul 29, 1992 ",Germany,Defender,Ferencvárosi TC,26,€700k
12299,Dominik Csontos,17 Years,"Nov 8, 2002 ",Hungary,Defender,Ferencvárosi TC,53,
12300,Gergő Lovrencsics,31 Years,"Sep 1, 1988 ",Hungary,Defender,Ferencvárosi TC,8,€900k
12301,Endre Botka,25 Years,"Aug 25, 1994 ",Hungary,Defender,Ferencvárosi TC,21,€600k
12302,Igor Kharatin,25 Years,"Feb 2, 1995 ",Ukraine,Midfielder,Ferencvárosi TC,14,€1.50m
12303,András Csonka,19 Years,"May 1, 2000 ",Hungary,Midfielder,Ferencvárosi TC,51,€200k
12304,Somália,31 Years,"Sep 28, 1988 ",Brazil,Midfielder,Ferencvárosi TC,7,€2.00m
12305,Gastón Lódico,21 Years,"May 28, 1998 ",Argentina,Midfielder,Ferencvárosi TC,27,€1.50m
12306,Bálint Vécsei,26 Years,"Jul 13, 1993 ",Hungary,Midfielder,Ferencvárosi TC,19,€1.00m
12307,Dávid Sigér,29 Years,"Nov 30, 1990 ",Hungary,Midfielder,Ferencvárosi TC,18,€750k
12308,Michal Skvarka,27 Years,"Aug 19, 1992 ",Slovakia,Midfielder,Ferencvárosi TC,92,€400k
12309,Isael,31 Years,"May 13, 1988 ",Brazil,Midfielder,Ferencvárosi TC,88,€1.80m
12310,Tokmac Chol Nguen,26 Years,"Oct 20, 1993 ",Norway,Forward,Ferencvárosi TC,10,€1.50m
12311,Regő Szánthó,19 Years,"Nov 22, 2000 ",Hungary,Forward,Ferencvárosi TC,69,€150k
12312,Oleksandr Zubkov,23 Years,"Aug 3, 1996 ",Ukraine,Forward,Ferencvárosi TC,11,€1.20m
12313,Roland Varga,30 Years,"Jan 23, 1990 ",Hungary,Forward,Ferencvárosi TC,97,€900k
12314,Krisztofer Szerető,20 Years,"Jan 10, 2000 ",Hungary,Forward,Ferencvárosi TC,77,€100k
12315,Franck Boli,26 Years,"Dec 7, 1993 ",Cote d'Ivoire,Forward,Ferencvárosi TC,70,€700k
12316,Nikolai Signevich,28 Years,"Feb 20, 1992 ",Belarus,Forward,Ferencvárosi TC,20,€500k
12317,Dejan Georgijevic,26 Years,"Jan 19, 1994 ",Serbia,Forward,Ferencvárosi TC,-,€300k
12318,Ádám Kovácsik,29 Years,"Apr 4, 1991 ",Hungary,Goalkeeper,MOL Fehérvár FC,74,€800k
12319,Bence Gundel-Takács,22 Years,"Apr 6, 1998 ",Hungary,Goalkeeper,MOL Fehérvár FC,35,€150k
12320,Dániel Kovács,26 Years,"Jan 16, 1994 ",Hungary,Goalkeeper,MOL Fehérvár FC,1,€125k
12321,Vinícius,30 Years,"Feb 21, 1990 ",Hungary,Defender,MOL Fehérvár FC,3,€900k
12322,Visar Musliu,25 Years,"Nov 13, 1994 ",North Macedonia,Defender,MOL Fehérvár FC,16,€750k
12323,Adrian Rus,24 Years,"Mar 18, 1996 ",Romania,Defender,MOL Fehérvár FC,4,€700k
12324,Attila Mocsi,19 Years,"May 29, 2000 ",Hungary,Defender,MOL Fehérvár FC,20,€100k
12325,Roland Juhász,36 Years,"Jul 1, 1983 ",Hungary,Defender,MOL Fehérvár FC,23,€100k
12326,Olivér Tamás,18 Years,"Apr 14, 2001 ",Hungary,Defender,MOL Fehérvár FC,83,
12327,Stopira,31 Years,"May 20, 1988 ",Cape Verde,Defender,MOL Fehérvár FC,22,€650k
12328,Szilveszter Hangya,26 Years,"Jan 2, 1994 ",Hungary,Defender,MOL Fehérvár FC,65,€400k
12329,Loïc Nego,29 Years,"Jan 15, 1991 ",France,Defender,MOL Fehérvár FC,11,€2.50m
12330,Attila Fiola,30 Years,"Feb 17, 1990 ",Hungary,Defender,MOL Fehérvár FC,5,€600k
12331,Máté Pátkai,32 Years,"Mar 6, 1988 ",Hungary,Midfielder,MOL Fehérvár FC,17,€900k
12332,Boban Nikolov,25 Years,"Jul 28, 1994 ",North Macedonia,Midfielder,MOL Fehérvár FC,19,€900k
12333,Ákos Elek,31 Years,"Jul 21, 1988 ",Hungary,Midfielder,MOL Fehérvár FC,6,€750k
12334,Anel Hadzic,30 Years,"Aug 16, 1989 ",Bosnia-Herzegovina,Midfielder,MOL Fehérvár FC,8,€600k
12335,Lyes Houri,24 Years,"Jan 19, 1996 ",France,Midfielder,MOL Fehérvár FC,96,€1.00m
12336,Szabolcs Huszti,36 Years,"Apr 18, 1983 ",Hungary,Midfielder,MOL Fehérvár FC,9,€500k
12337,Patrik Nyári,18 Years,"Apr 9, 2001 ",Hungary,Midfielder,MOL Fehérvár FC,24,€100k
12338,Georgi Milanov,28 Years,"Feb 19, 1992 ",Bulgaria,Midfielder,MOL Fehérvár FC,77,€1.20m
12339,István Kovács,28 Years,"Mar 27, 1992 ",Hungary,Midfielder,MOL Fehérvár FC,10,€700k
12340,Ivan Petryak,26 Years,"Mar 13, 1994 ",Ukraine,Forward,MOL Fehérvár FC,7,€1.60m
12341,Krisztián Géresi,25 Years,"Jun 14, 1994 ",Hungary,Forward,MOL Fehérvár FC,49,€100k
12342,Funsho Bamgboye,21 Years,"Jan 9, 1999 ",Nigeria,Forward,MOL Fehérvár FC,70,€400k
12343,Nemanja Nikolics,32 Years,"Dec 31, 1987 ",Hungary,Forward,MOL Fehérvár FC,71,€3.00m
12344,Armin Hodzic,25 Years,"Nov 17, 1994 ",Bosnia-Herzegovina,Forward,MOL Fehérvár FC,15,€1.20m
12345,Márkó Futács,30 Years,"Feb 22, 1990 ",Hungary,Forward,MOL Fehérvár FC,18,€1.00m
12346,Dániel Zsóri,19 Years,"Oct 14, 2000 ",Hungary,Forward,MOL Fehérvár FC,99,€250k
12347,Levente Szabó,20 Years,"Jun 6, 1999 ",Hungary,Forward,MOL Fehérvár FC,27,€50k
12348,Lajos Hegedüs,32 Years,"Dec 19, 1987 ",Hungary,Goalkeeper,Puskás Akadémia FC,19,€300k
12349,Balázs Tóth,22 Years,"Sep 4, 1997 ",Hungary,Goalkeeper,Puskás Akadémia FC,1,€100k
12350,Martin Auerbach,17 Years,"Nov 3, 2002 ",Hungary,Goalkeeper,Puskás Akadémia FC,-,
12351,Thomas Meißner,29 Years,"Mar 26, 1991 ",Germany,Defender,Puskás Akadémia FC,5,€650k
12352,Kamen Hadzhiev,28 Years,"Sep 22, 1991 ",Bulgaria,Defender,Puskás Akadémia FC,26,€450k
12353,János Hegedűs,23 Years,"Oct 4, 1996 ",Hungary,Defender,Puskás Akadémia FC,68,€300k
12354,Csaba Spandler,24 Years,"Mar 7, 1996 ",Hungary,Defender,Puskás Akadémia FC,23,€200k
12355,Zsolt Nagy,26 Years,"May 25, 1993 ",Hungary,Defender,Puskás Akadémia FC,25,€250k
12356,László Deutsch,21 Years,"Mar 9, 1999 ",Hungary,Defender,Puskás Akadémia FC,99,€100k
12357,Roland Szolnoki,28 Years,"Jan 21, 1992 ",Hungary,Defender,Puskás Akadémia FC,22,€300k
12358,András Huszti,19 Years,"Jan 29, 2001 ",Hungary,Defender,Puskás Akadémia FC,18,€100k
12359,Yoëll van Nieff,26 Years,"Jun 17, 1993 ",Netherlands,Midfielder,Puskás Akadémia FC,6,€600k
12360,József Varga,31 Years,"Jun 6, 1988 ",Hungary,Midfielder,Puskás Akadémia FC,33,€400k
12361,Szilárd Bokros,20 Years,"Mar 20, 2000 ",Hungary,Midfielder,Puskás Akadémia FC,4,€150k
12362,Márton Radics,18 Years,"Dec 2, 2001 ",Hungary,Midfielder,Puskás Akadémia FC,20,€150k
12363,Botond Nándori,19 Years,"Oct 4, 2000 ",Hungary,Midfielder,Puskás Akadémia FC,80,€75k
12364,Artem Favorov,26 Years,"Mar 19, 1994 ",Ukraine,Midfielder,Puskás Akadémia FC,14,€800k
12365,Jakub Plsek,26 Years,"Dec 13, 1993 ",Czech Republic,Midfielder,Puskás Akadémia FC,15,€800k
12366,Jozef Urblik,23 Years,"Aug 22, 1996 ",Slovakia,Midfielder,Puskás Akadémia FC,8,€300k
12367,Josip Knezevic,31 Years,"Oct 3, 1988 ",Croatia,Midfielder,Puskás Akadémia FC,30,€600k
12368,Jan Vlasko,30 Years,"Jan 11, 1990 ",Slovakia,Midfielder,Puskás Akadémia FC,-,€150k
12369,Zsolt Magyar,18 Years,"Jul 11, 2001 ",Hungary,Midfielder,Puskás Akadémia FC,52,
12370,Ádám Gyurcsó,29 Years,"Mar 6, 1991 ",Hungary,Forward,Puskás Akadémia FC,77,€1.00m
12371,Bence Sós,25 Years,"May 10, 1994 ",Hungary,Forward,Puskás Akadémia FC,9,€250k
12372,Luciano Slagveer,26 Years,"Oct 5, 1993 ",Netherlands,Forward,Puskás Akadémia FC,11,€500k
12373,Nándor Tamás,19 Years,"Oct 24, 2000 ",Romania,Forward,Puskás Akadémia FC,29,€75k
12374,György Komáromi,18 Years,"Jan 19, 2002 ",Hungary,Forward,Puskás Akadémia FC,97,
12375,David Vanecek,29 Years,"Mar 9, 1991 ",Czech Republic,Forward,Puskás Akadémia FC,17,€600k
12376,Gol-Gol Mebrahtu,29 Years,"Aug 28, 1990 ",Australia,Forward,Puskás Akadémia FC,7,€200k
12377,Rubi Levkovich,31 Years,"Aug 31, 1988 ",Israel,Goalkeeper,Budapest Honvéd FC,1,€300k
12378,András Horváth,32 Years,"Feb 23, 1988 ",Hungary,Goalkeeper,Budapest Honvéd FC,18,€150k
12379,Attila Berla,20 Years,"Apr 8, 1999 ",Hungary,Goalkeeper,Budapest Honvéd FC,66,€150k
12380,Tomas Tujvel,36 Years,"Sep 19, 1983 ",Hungary,Goalkeeper,Budapest Honvéd FC,83,€150k
12381,Bence Batik,26 Years,"Nov 8, 1993 ",Hungary,Defender,Budapest Honvéd FC,7,€350k
12382,Dávid Kálnoki Kis,28 Years,"Aug 6, 1991 ",Hungary,Defender,Budapest Honvéd FC,4,€250k
12383,Djordje Kamber,36 Years,"Nov 20, 1983 ",Bosnia-Herzegovina,Defender,Budapest Honvéd FC,24,€200k
12384,MacDonald Niba,25 Years,"Aug 8, 1994 ",Cameroon,Defender,Budapest Honvéd FC,26,€200k
12385,Ivan Lovric,34 Years,"Jul 11, 1985 ",Croatia,Defender,Budapest Honvéd FC,25,€150k
12386,Naser Aliji,26 Years,"Dec 27, 1993 ",Albania,Defender,Budapest Honvéd FC,30,€400k
12387,Eke Uzoma,30 Years,"Aug 11, 1989 ",Hungary,Defender,Budapest Honvéd FC,3,€300k
12388,Patrick Ikenne-King,28 Years,"Oct 29, 1991 ",Nigeria,Defender,Budapest Honvéd FC,88,€300k
12389,Patrik Hidi,29 Years,"Nov 27, 1990 ",Hungary,Midfielder,Budapest Honvéd FC,8,€750k
12390,Barna Kesztyűs,26 Years,"Sep 4, 1993 ",Hungary,Midfielder,Budapest Honvéd FC,31,€250k
12391,Dániel Gazdag,24 Years,"Mar 2, 1996 ",Hungary,Midfielder,Budapest Honvéd FC,6,€700k
12392,Gergő Nagy,27 Years,"Jan 7, 1993 ",Hungary,Midfielder,Budapest Honvéd FC,77,€600k
12393,Mohamed Mezghrani,25 Years,"Jun 2, 1994 ",Belgium,Midfielder,Budapest Honvéd FC,2,€250k
12394,Tonci Kukoc,29 Years,"Sep 25, 1990 ",Croatia,Midfielder,Budapest Honvéd FC,33,€250k
12395,Bence Banó-Szabó,20 Years,"Jul 25, 1999 ",Hungary,Midfielder,Budapest Honvéd FC,23,€350k
12396,Norbert Szendrei,20 Years,"Mar 27, 2000 ",Hungary,Midfielder,Budapest Honvéd FC,55,€200k
12397,Roland Ugrai,27 Years,"Nov 13, 1992 ",Hungary,Forward,Budapest Honvéd FC,19,€400k
12398,Amadou Moutari,26 Years,"Jan 19, 1994 ",Niger,Forward,Budapest Honvéd FC,40,€400k
12399,Dominik Cipf,19 Years,"Jan 31, 2001 ",Hungary,Forward,Budapest Honvéd FC,20,€175k
12400,Davide Lanzafame,33 Years,"Feb 9, 1987 ",Italy,Forward,Budapest Honvéd FC,9,€1.50m
12401,Mayron George,26 Years,"Oct 23, 1993 ",Costa Rica,Forward,Budapest Honvéd FC,11,€300k
12402,Oleksandr Nad,34 Years,"Sep 2, 1985 ",Ukraine,Goalkeeper,Debreceni VSC,1,€300k
12403,Tomas Kosicky,34 Years,"Mar 11, 1986 ",Slovakia,Goalkeeper,Debreceni VSC,86,€200k
12404,Alex Hrabina,25 Years,"Apr 5, 1995 ",Hungary,Goalkeeper,Debreceni VSC,42,€100k
12405,Bence Pávkovics,23 Years,"Mar 27, 1997 ",Hungary,Defender,Debreceni VSC,5,€400k
12406,Ákos Kinyik,26 Years,"May 12, 1993 ",Hungary,Defender,Debreceni VSC,2,€350k
12407,Csaba Szatmári,25 Years,"Jun 14, 1994 ",Hungary,Defender,Debreceni VSC,3,€300k
12408,Csaba Belényesi,26 Years,"Mar 3, 1994 ",Hungary,Defender,Debreceni VSC,71,€75k
12409,Szabolcs Barna,23 Years,"Apr 27, 1996 ",Hungary,Defender,Debreceni VSC,15,€200k
12410,Balázs Bényei,30 Years,"Jan 10, 1990 ",Hungary,Defender,Debreceni VSC,4,€200k
12411,Yurii Habovda,30 Years,"May 6, 1989 ",Ukraine,Defender,Debreceni VSC,19,€200k
12412,Erik Kusnyír,20 Years,"Feb 7, 2000 ",Hungary,Midfielder,Debreceni VSC,29,€400k
12413,Richárd Csősz,22 Years,"Apr 22, 1997 ",Hungary,Midfielder,Debreceni VSC,33,€200k
12414,Dániel Tőzsér,34 Years,"May 12, 1985 ",Hungary,Midfielder,Debreceni VSC,8,€400k
12415,Attila Haris,23 Years,"Jan 23, 1997 ",Hungary,Midfielder,Debreceni VSC,18,€350k
12416,Ádám Bódi,29 Years,"Oct 18, 1990 ",Hungary,Midfielder,Debreceni VSC,27,€800k
12417,János Ferenczi,29 Years,"Apr 3, 1991 ",Hungary,Midfielder,Debreceni VSC,11,€400k
12418,Luka Milunovic,27 Years,"Dec 21, 1992 ",Serbia,Midfielder,Debreceni VSC,10,€400k
12419,Bence Szabó,22 Years,"Jan 16, 1998 ",Hungary,Midfielder,Debreceni VSC,16,€200k
12420,Péter Baráth,18 Years,"Feb 21, 2002 ",Hungary,Midfielder,Debreceni VSC,77,
12421,Kevin Varga,24 Years,"Mar 30, 1996 ",Hungary,Forward,Debreceni VSC,21,€700k
12422,Nikola Trujic,27 Years,"Apr 14, 1992 ",Serbia,Forward,Debreceni VSC,92,€350k
12423,Alex Damásdi,23 Years,"Mar 27, 1997 ",Hungary,Forward,Debreceni VSC,26,€150k
12424,Dániel Bereczki,24 Years,"Jun 2, 1995 ",Hungary,Forward,Debreceni VSC,23,€100k
12425,Tunde Adeniji,24 Years,"Sep 17, 1995 ",Nigeria,Forward,Debreceni VSC,25,€400k
12426,Haruna Garba,26 Years,"Jan 17, 1994 ",Nigeria,Forward,Debreceni VSC,99,€300k
12427,Márk Szécsi,25 Years,"May 22, 1994 ",Hungary,Forward,Debreceni VSC,88,€250k
12428,Norbert Kundrák,20 Years,"May 18, 1999 ",Hungary,Forward,Debreceni VSC,65,€150k
12429,Filip Pajovic,26 Years,"Jul 30, 1993 ",Serbia,Goalkeeper,Újpest FC,1,€300k
12430,Dávid Banai,25 Years,"May 9, 1994 ",Hungary,Goalkeeper,Újpest FC,23,€100k
12431,Zoltán Tomori,20 Years,"May 6, 1999 ",Hungary,Goalkeeper,Újpest FC,34,
12432,Kire Ristevski,29 Years,"Oct 22, 1990 ",North Macedonia,Defender,Újpest FC,4,€500k
12433,Róbert Litauszki,30 Years,"Mar 15, 1990 ",Hungary,Defender,Újpest FC,5,€400k
12434,Jonathan Heris,29 Years,"Sep 3, 1990 ",Belgium,Defender,Újpest FC,28,€300k
12435,Zsolt Máté,22 Years,"Sep 14, 1997 ",Hungary,Defender,Újpest FC,55,€50k
12436,Dzenan Burekovic,24 Years,"May 29, 1995 ",Bosnia-Herzegovina,Defender,Újpest FC,68,€500k
12437,Benjámin Balázs,29 Years,"Apr 26, 1990 ",Hungary,Defender,Újpest FC,21,€250k
12438,Branko Pauljevic,30 Years,"Jun 12, 1989 ",Serbia,Defender,Újpest FC,49,€250k
12439,Obinna Nwobodo,23 Years,"Nov 29, 1996 ",Nigeria,Midfielder,Újpest FC,6,€500k
12440,Vincent Onovo,24 Years,"Dec 10, 1995 ",Nigeria,Midfielder,Újpest FC,30,€350k
12441,Péter Szakály,33 Years,"Aug 17, 1986 ",Hungary,Midfielder,Újpest FC,17,€200k
12442,Jakub Sedlacek,22 Years,"Mar 9, 1998 ",Slovakia,Midfielder,Újpest FC,22,€150k
12443,Moussa Traoré,21 Years,"Nov 18, 1998 ",Guinea,Midfielder,Újpest FC,15,
12444,Donát Zsótér,24 Years,"Jan 6, 1996 ",Hungary,Midfielder,Újpest FC,10,€600k
12445,Barnabás Rácz,23 Years,"Apr 26, 1996 ",Hungary,Midfielder,Újpest FC,24,€300k
12446,Mátyás Katona,20 Years,"Dec 30, 1999 ",Hungary,Midfielder,Újpest FC,27,€25k
12447,Áron Csongvai,19 Years,"Oct 31, 2000 ",Hungary,Midfielder,Újpest FC,14,
12448,Andreias Calcan,25 Years,"Apr 9, 1994 ",Romania,Forward,Újpest FC,20,€550k
12449,Aron Bjarnason,24 Years,"Oct 14, 1995 ",Iceland,Forward,Újpest FC,8,€150k
12450,Krisztián Simon,28 Years,"Jun 10, 1991 ",Hungary,Forward,Újpest FC,7,€150k
12451,Soma Novothny,25 Years,"Jun 16, 1994 ",Hungary,Forward,Újpest FC,86,€550k
12452,Márk Koszta,23 Years,"Sep 26, 1996 ",Hungary,Forward,Újpest FC,19,€350k
12453,Patrik Bacsa,27 Years,"Jun 3, 1992 ",Hungary,Forward,Újpest FC,9,€200k
12454,Antonio Perosevic,28 Years,"Mar 6, 1992 ",Croatia,Forward,Újpest FC,11,€200k
12455,Branislav Danilovic,31 Years,"Jun 24, 1988 ",Serbia,Goalkeeper,Diósgyőri VTK,44,€250k
12456,Erik Bukrán,23 Years,"Dec 6, 1996 ",Hungary,Goalkeeper,Diósgyőri VTK,1,€150k
12457,Botond Antal,28 Years,"Aug 22, 1991 ",Hungary,Goalkeeper,Diósgyőri VTK,99,€150k
12458,Dusan Brkovic,31 Years,"Jan 20, 1989 ",Serbia,Defender,Diósgyőri VTK,25,€300k
12459,Dejan Karan,31 Years,"Aug 25, 1988 ",Serbia,Defender,Diósgyőri VTK,48,€300k
12460,Kristóf Polgár,23 Years,"Nov 28, 1996 ",Hungary,Defender,Diósgyőri VTK,33,€200k
12461,Marcell Farkas,19 Years,"Feb 1, 2001 ",Hungary,Defender,Diósgyőri VTK,31,€50k
12462,Marcell Orosz,19 Years,"Aug 12, 2000 ",Hungary,Defender,Diósgyőri VTK,75,€50k
12463,Hysen Memolla,27 Years,"Jul 3, 1992 ",Albania,Defender,Diósgyőri VTK,27,€250k
12464,András Vági,31 Years,"Dec 25, 1988 ",Hungary,Defender,Diósgyőri VTK,15,€150k
12465,Donát Orosz,17 Years,"Jul 28, 2002 ",Hungary,Defender,Diósgyőri VTK,92,€50k
12466,Bence Iszlai,29 Years,"May 29, 1990 ",Hungary,Midfielder,Diósgyőri VTK,90,€250k
12467,Joachim Adukor,26 Years,"May 2, 1993 ",Ghana,Midfielder,Diósgyőri VTK,88,€200k
12468,Kornél Szűcs,18 Years,"Sep 24, 2001 ",Hungary,Midfielder,Diósgyőri VTK,26,€50k
12469,Dávid Márkvárt,25 Years,"Sep 20, 1994 ",Hungary,Midfielder,Diósgyőri VTK,14,€400k
12470,Tamás Egerszegi,28 Years,"Aug 2, 1991 ",Hungary,Midfielder,Diósgyőri VTK,22,€200k
12471,Borisz Tóth,17 Years,"Jul 7, 2002 ",Hungary,Midfielder,Diósgyőri VTK,18,€75k
12472,Sergiy Shestakov,29 Years,"Apr 12, 1990 ",Ukraine,Midfielder,Diósgyőri VTK,17,€400k
12473,Florent Hasani,23 Years,"Mar 30, 1997 ",Kosovo,Midfielder,Diósgyőri VTK,8,€550k
12474,Rui Pedro,31 Years,"Jul 2, 1988 ",Portugal,Midfielder,Diósgyőri VTK,28,€400k
12475,Tamás Kiss,19 Years,"Nov 24, 2000 ",Hungary,Forward,Diósgyőri VTK,9,€400k
12476,Gábor Molnár,25 Years,"May 16, 1994 ",Hungary,Forward,Diósgyőri VTK,16,€450k
12477,José Cortés,25 Years,"Sep 8, 1994 ",Colombia,Forward,Diósgyőri VTK,11,
12478,Mirko Ivanovski,30 Years,"Oct 31, 1989 ",North Macedonia,Forward,Diósgyőri VTK,12,€350k
12479,Haris Tabakovic,25 Years,"Jun 20, 1994 ",Switzerland,Forward,Diósgyőri VTK,10,€200k
12480,Gábor Makrai,23 Years,"Jun 26, 1996 ",Hungary,Forward,Diósgyőri VTK,7,€150k
12481,Kristóf Korbély,19 Years,"May 26, 2000 ",Hungary,Forward,Diósgyőri VTK,70,€100k
12482,Péter Szappanos,29 Years,"Nov 14, 1990 ",Hungary,Goalkeeper,Mezőkövesd Zsóry FC,25,€250k
12483,Danylo Ryabenko,21 Years,"Oct 9, 1998 ",Ukraine,Goalkeeper,Mezőkövesd Zsóry FC,1,€75k
12484,Eduard Fedinisinec,19 Years,"Aug 21, 2000 ",Hungary,Goalkeeper,Mezőkövesd Zsóry FC,30,€50k
12485,Andriy Nesterov,29 Years,"Jul 2, 1990 ",Ukraine,Defender,Mezőkövesd Zsóry FC,5,€350k
12486,Róbert Pillár,28 Years,"May 27, 1991 ",Slovakia,Defender,Mezőkövesd Zsóry FC,17,€300k
12487,Richárd Guzmics,32 Years,"Apr 16, 1987 ",Hungary,Defender,Mezőkövesd Zsóry FC,20,€200k
12488,Dániel Vadnai,31 Years,"Feb 19, 1989 ",Hungary,Defender,Mezőkövesd Zsóry FC,23,€225k
12489,Erik Silye,23 Years,"Jun 12, 1996 ",Hungary,Defender,Mezőkövesd Zsóry FC,70,€200k
12490,Dániel Farkas,27 Years,"Jan 13, 1993 ",Serbia,Defender,Mezőkövesd Zsóry FC,22,€200k
12491,Gábor Eperjesi,26 Years,"Jan 12, 1994 ",Hungary,Defender,Mezőkövesd Zsóry FC,4,€175k
12492,Aleksandr Karnitskiy,31 Years,"Feb 14, 1989 ",Belarus,Midfielder,Mezőkövesd Zsóry FC,14,€400k
12493,Mykhaylo Meskhi,23 Years,"Feb 26, 1997 ",Ukraine,Midfielder,Mezőkövesd Zsóry FC,97,€300k
12494,Tamás Szeles,26 Years,"Dec 7, 1993 ",Hungary,Midfielder,Mezőkövesd Zsóry FC,88,€250k
12495,Dino Besirovic,26 Years,"Jan 31, 1994 ",Bosnia-Herzegovina,Midfielder,Mezőkövesd Zsóry FC,6,€150k
12496,Zsombor Berecz,24 Years,"Dec 13, 1995 ",Hungary,Midfielder,Mezőkövesd Zsóry FC,13,€500k
12497,Sándor Vajda,28 Years,"Dec 14, 1991 ",Hungary,Midfielder,Mezőkövesd Zsóry FC,77,€275k
12498,László Pekár,27 Years,"Jan 20, 1993 ",Hungary,Midfielder,Mezőkövesd Zsóry FC,9,€300k
12499,Dániel Nagy,29 Years,"Mar 15, 1991 ",Hungary,Midfielder,Mezőkövesd Zsóry FC,55,€300k
12500,Tamás Cseri,32 Years,"Jan 15, 1988 ",Hungary,Forward,Mezőkövesd Zsóry FC,24,€350k
12501,Budu Zivzivadze,26 Years,"Mar 10, 1994 ",Georgia,Forward,Mezőkövesd Zsóry FC,11,€500k
12502,Marin Jurina,26 Years,"Nov 26, 1993 ",Bosnia-Herzegovina,Forward,Mezőkövesd Zsóry FC,99,€350k
12503,Tamás Takács,29 Years,"Feb 20, 1991 ",Hungary,Forward,Mezőkövesd Zsóry FC,91,€150k
12504,Filip Dragóner,22 Years,"Mar 12, 1998 ",Hungary,Forward,Mezőkövesd Zsóry FC,71,€100k
12505,Ádám Holczer,32 Years,"Mar 28, 1988 ",Hungary,Goalkeeper,Paksi FC,19,€150k
12506,Gergő Rácz,24 Years,"Nov 20, 1995 ",Hungary,Goalkeeper,Paksi FC,31,€125k
12507,Bence Lenzsér,23 Years,"Apr 9, 1996 ",Hungary,Defender,Paksi FC,96,€300k
12508,Patrik Poór,26 Years,"Nov 25, 1993 ",Hungary,Defender,Paksi FC,24,€250k
12509,Zsolt Gévay,32 Years,"Nov 19, 1987 ",Hungary,Defender,Paksi FC,5,€200k
12510,Norbert Szélpál,24 Years,"Mar 3, 1996 ",Hungary,Defender,Paksi FC,6,€200k
12511,Dávid Kelemen,27 Years,"May 24, 1992 ",Hungary,Defender,Paksi FC,32,€125k
12512,János Szabó,30 Years,"Jul 11, 1989 ",Hungary,Defender,Paksi FC,30,€400k
12513,Tamás Báló,36 Years,"Jan 12, 1984 ",Hungary,Defender,Paksi FC,7,€100k
12514,Attila Osváth,24 Years,"Dec 10, 1995 ",Hungary,Defender,Paksi FC,11,€300k
12515,Dávid Kulcsár,32 Years,"Feb 25, 1988 ",Hungary,Defender,Paksi FC,77,€200k
12516,Kristóf Papp,26 Years,"May 14, 1993 ",Hungary,Midfielder,Paksi FC,21,€350k
12517,József Windecker,27 Years,"Dec 2, 1992 ",Hungary,Midfielder,Paksi FC,22,€250k
12518,Balázs Balogh,29 Years,"Jun 11, 1990 ",Hungary,Midfielder,Paksi FC,18,€300k
12519,Tamás Kecskés,34 Years,"Jan 15, 1986 ",Hungary,Midfielder,Paksi FC,8,€100k
12520,Dávid Bor,25 Years,"Dec 10, 1994 ",Hungary,Midfielder,Paksi FC,17,€100k
12521,Lajos Bertus,29 Years,"Sep 26, 1990 ",Hungary,Midfielder,Paksi FC,26,€250k
12522,Dénes Szakály,32 Years,"Mar 15, 1988 ",Hungary,Midfielder,Paksi FC,71,€200k
